province,location,year,latinName,commonName,counts,catched,x,y
Antwerpen,Duffel,2014,Anser erythropus,Dwerggans,0,,5.56507,50.83254
Antwerpen,Duffel,2014,Anser indicus,Indische gans,0,,4.92756,50.990476
Antwerpen,Duffel,2014,Branta canadensis,Canadese gans,5,97,5.48821,51.19541
Antwerpen,Duffel,2014,Branta leucopsis,Brandgans,0,,3.15924,51.2728
Antwerpen,Duffel,2014,Branta ruficollis,Roodhalsgans,0,,2.99137,50.92843
Antwerpen,Duffel,2014,Chloephaga picta,Magelhaengans,0,,4.14796,50.78105
Antwerpen,Duffel,2015,Alopochen aegyptiacus,Nijlgans,373,,2.75808,51.04082
Antwerpen,Duffel,2015,Anser albifrons,Kolgans,0,,3.22237,51.10927
Antwerpen,Duffel,2015,Anser anser,Grauwe gans,0,,2.99137,50.92843
Antwerpen,Duffel,2015,Anser anser forma domesticus,Soepgans,13,,3.59775,51.25619
Antwerpen,Duffel,2015,Anser brachyrhynchus,Kleine rietgans,0,,2.75808,51.04082
Antwerpen,Duffel,2015,Anser cygnoides forma domestica,Zwaangans,0,,2.75808,51.04082
Antwerpen,Duffel,2015,Anser erythropus,Dwerggans,0,,5.48821,51.19541
Antwerpen,Duffel,2015,Anser indicus,Indische gans,0,,5.8506,50.74037
Antwerpen,Duffel,2015,Branta canadensis,Canadese gans,0,,3.95181,50.99071
Antwerpen,Duffel,2015,Branta leucopsis,Brandgans,0,,3.4415,50.82618
Antwerpen,Duffel,2015,Branta ruficollis,Roodhalsgans,0,,3.95181,50.99071
Antwerpen,Duffel,2015,Chloephaga picta,Magelhaengans,0,,5.27962,50.85855
Antwerpen,Duffel,2016,Alopochen aegyptiacus,Nijlgans,0,,5.56507,50.83254
Antwerpen,Duffel,2016,Anser albifrons,Kolgans,0,,3.95181,50.99071
Antwerpen,Duffel,2016,Anser anser,Grauwe gans,0,,4.06983,51.1736
Antwerpen,Duffel,2016,Anser anser forma domesticus,Soepgans,9,,3.59775,51.25619
Antwerpen,Duffel,2016,Anser brachyrhynchus,Kleine rietgans,0,,5.17111,51.27566
Antwerpen,Duffel,2016,Anser cygnoides forma domestica,Zwaangans,0,,3.89966,50.86607
Antwerpen,Duffel,2016,Anser erythropus,Dwerggans,0,,4.87836,50.90303
Antwerpen,Duffel,2016,Anser indicus,Indische gans,0,,2.75808,51.04082
Antwerpen,Duffel,2016,Branta canadensis,Canadese gans,0,,3.89966,50.86607
Antwerpen,Duffel,2016,Branta leucopsis,Brandgans,0,,2.99137,50.92843
Antwerpen,Duffel,2016,Branta ruficollis,Roodhalsgans,0,,3.15924,51.2728
Antwerpen,Duffel,2016,Chloephaga picta,Magelhaengans,0,,4.84449,51.138
Antwerpen,Duffel,2017,Alopochen aegyptiacus,Nijlgans,52,,4.87836,50.90303
Antwerpen,Duffel,2017,Anser albifrons,Kolgans,0,,3.60046,50.80073
Antwerpen,Duffel,2017,Anser anser,Grauwe gans,2,,4.84449,51.138
Antwerpen,Duffel,2017,Anser anser forma domesticus,Soepgans,6,,5.48821,51.19541
Antwerpen,Duffel,2017,Anser brachyrhynchus,Kleine rietgans,0,,3.4415,50.82618
Antwerpen,Duffel,2017,Anser cygnoides forma domestica,Zwaangans,0,,3.89966,50.86607
Antwerpen,Duffel,2017,Anser erythropus,Dwerggans,0,,3.4415,50.82618
Antwerpen,Duffel,2017,Anser indicus,Indische gans,0,,5.48821,51.19541
Antwerpen,Duffel,2017,Branta canadensis,Canadese gans,8,,4.14796,50.78105
Antwerpen,Duffel,2017,Branta leucopsis,Brandgans,0,,4.14796,50.78105
Antwerpen,Duffel,2017,Branta ruficollis,Roodhalsgans,0,,4.87836,50.90303
Antwerpen,Duffel,2017,Chloephaga picta,Magelhaengans,0,,5.19728,51.09375
Antwerpen,Duffel,2018,Alopochen aegyptiacus,Nijlgans,75,,5.03706,51.36435
Antwerpen,Duffel,2018,Anser albifrons,Kolgans,0,,3.59775,51.25619
Antwerpen,Duffel,2018,Anser anser,Grauwe gans,0,,2.75808,51.04082
Antwerpen,Duffel,2018,Anser anser forma domesticus,Soepgans,4,,5.03706,51.36435
Antwerpen,Duffel,2018,Anser brachyrhynchus,Kleine rietgans,0,,5.62545,50.93824
Antwerpen,Duffel,2018,Anser cygnoides forma domestica,Zwaangans,0,,5.03706,51.36435
Antwerpen,Duffel,2018,Anser erythropus,Dwerggans,0,,3.59775,51.25619
Antwerpen,Duffel,2018,Anser indicus,Indische gans,0,,3.95181,50.99071
Antwerpen,Duffel,2018,Branta canadensis,Canadese gans,0,,5.48821,51.19541
Antwerpen,Duffel,2018,Branta leucopsis,Brandgans,0,,3.60046,50.80073
Antwerpen,Duffel,2018,Branta ruficollis,Roodhalsgans,0,,3.95181,50.99071
Antwerpen,Duffel,2018,Chloephaga picta,Magelhaengans,0,,5.03706,51.36435
Antwerpen,Kalmthout,2013,Alopochen aegyptiacus,Nijlgans,2,,4.87836,50.90303
Antwerpen,Kalmthout,2013,Anser albifrons,Kolgans,0,,5.56507,50.83254
Antwerpen,Kalmthout,2013,Anser anser,Grauwe gans,4,,4.14796,50.78105
Antwerpen,Kalmthout,2013,Anser anser forma domesticus,Soepgans,0,,4.92756,50.990476
Antwerpen,Kalmthout,2013,Anser brachyrhynchus,Kleine rietgans,0,,2.75808,51.04082
Antwerpen,Kalmthout,2013,Anser cygnoides forma domestica,Zwaangans,0,,4.06983,51.1736
Antwerpen,Kalmthout,2013,Anser erythropus,Dwerggans,0,,4.39161,51.1087
Antwerpen,Kalmthout,2013,Anser indicus,Indische gans,0,,2.99137,50.92843
Antwerpen,Kalmthout,2013,Branta canadensis,Canadese gans,141,,5.8506,50.74037
Antwerpen,Kalmthout,2013,Branta leucopsis,Brandgans,0,,5.8506,50.74037
Antwerpen,Kalmthout,2013,Branta ruficollis,Roodhalsgans,0,,4.92756,50.990476
Antwerpen,Kalmthout,2013,Chloephaga picta,Magelhaengans,0,,4.92756,50.990476
Antwerpen,Kalmthout,2014,Alopochen aegyptiacus,Nijlgans,0,,2.75808,51.04082
Antwerpen,Kalmthout,2014,Anser albifrons,Kolgans,0,,3.60046,50.80073
Antwerpen,Kalmthout,2014,Anser anser,Grauwe gans,0,,2.75808,51.04082
Antwerpen,Kalmthout,2014,Anser anser forma domesticus,Soepgans,0,,2.99137,50.92843
Antwerpen,Kalmthout,2014,Anser brachyrhynchus,Kleine rietgans,0,,3.60046,50.80073
Antwerpen,Kalmthout,2014,Anser cygnoides forma domestica,Zwaangans,0,,3.4415,50.82618
Antwerpen,Kalmthout,2014,Anser erythropus,Dwerggans,0,,3.59775,51.25619
Antwerpen,Kalmthout,2014,Anser indicus,Indische gans,0,,5.62545,50.93824
Antwerpen,Kalmthout,2014,Branta canadensis,Canadese gans,196,,4.61731,50.91977
Antwerpen,Kalmthout,2014,Branta leucopsis,Brandgans,0,,4.14796,50.78105
Antwerpen,Kalmthout,2014,Branta ruficollis,Roodhalsgans,0,,5.19728,51.09375
Antwerpen,Kalmthout,2014,Chloephaga picta,Magelhaengans,0,,3.60046,50.80073
Antwerpen,Kalmthout,2016,Alopochen aegyptiacus,Nijlgans,7,,4.39161,51.1087
Antwerpen,Kalmthout,2016,Anser albifrons,Kolgans,0,,3.59775,51.25619
Antwerpen,Kalmthout,2016,Anser anser,Grauwe gans,27,,3.59775,51.25619
Antwerpen,Kalmthout,2016,Anser anser forma domesticus,Soepgans,0,,4.84449,51.138
Antwerpen,Kalmthout,2016,Anser brachyrhynchus,Kleine rietgans,0,,3.59775,51.25619
Antwerpen,Kalmthout,2016,Anser cygnoides forma domestica,Zwaangans,0,,4.92756,50.990476
Antwerpen,Kalmthout,2016,Anser erythropus,Dwerggans,0,,4.06983,51.1736
Antwerpen,Kalmthout,2016,Anser indicus,Indische gans,0,,2.75808,51.04082
Antwerpen,Kalmthout,2016,Branta canadensis,Canadese gans,247,,5.56507,50.83254
Antwerpen,Kalmthout,2016,Branta leucopsis,Brandgans,0,,3.15924,51.2728
Antwerpen,Kalmthout,2016,Branta ruficollis,Roodhalsgans,0,,4.92756,50.990476
Antwerpen,Kalmthout,2016,Chloephaga picta,Magelhaengans,0,,5.8506,50.74037
Antwerpen,Kalmthout,2017,Alopochen aegyptiacus,Nijlgans,0,,4.06983,51.1736
Antwerpen,Kalmthout,2017,Anser albifrons,Kolgans,0,,5.48821,51.19541
Antwerpen,Kalmthout,2017,Anser anser,Grauwe gans,0,,5.03706,51.36435
Antwerpen,Kalmthout,2017,Anser anser forma domesticus,Soepgans,0,,3.15924,51.2728
Antwerpen,Kalmthout,2017,Anser brachyrhynchus,Kleine rietgans,0,,5.56507,50.83254
Antwerpen,Kalmthout,2017,Anser cygnoides forma domestica,Zwaangans,0,,2.99137,50.92843
Antwerpen,Kalmthout,2017,Anser erythropus,Dwerggans,0,,4.06983,51.1736
Antwerpen,Kalmthout,2017,Anser indicus,Indische gans,0,,3.4415,50.82618
Antwerpen,Kalmthout,2017,Branta canadensis,Canadese gans,131,,5.56507,50.83254
Antwerpen,Kalmthout,2017,Branta leucopsis,Brandgans,0,,5.62545,50.93824
Antwerpen,Kalmthout,2017,Branta ruficollis,Roodhalsgans,0,,3.22237,51.10927
Antwerpen,Kalmthout,2017,Chloephaga picta,Magelhaengans,0,,2.99137,50.92843
Antwerpen,Kalmthout,2018,Alopochen aegyptiacus,Nijlgans,13,,4.84449,51.138
Antwerpen,Kalmthout,2018,Anser albifrons,Kolgans,0,,4.87836,50.90303
Antwerpen,Kalmthout,2018,Anser anser,Grauwe gans,7,,3.4415,50.82618
Antwerpen,Kalmthout,2018,Anser anser forma domesticus,Soepgans,0,,3.60046,50.80073
Antwerpen,Kalmthout,2018,Anser brachyrhynchus,Kleine rietgans,0,,3.89966,50.86607
Antwerpen,Kalmthout,2018,Anser cygnoides forma domestica,Zwaangans,0,,5.56507,50.83254
Antwerpen,Kalmthout,2018,Anser erythropus,Dwerggans,0,,5.19728,51.09375
Antwerpen,Kalmthout,2018,Anser indicus,Indische gans,0,,3.95181,50.99071
Antwerpen,Kalmthout,2018,Branta canadensis,Canadese gans,60,,5.17111,51.27566
Antwerpen,Kalmthout,2018,Branta leucopsis,Brandgans,0,,5.62545,50.93824
Antwerpen,Kalmthout,2018,Branta ruficollis,Roodhalsgans,0,,3.60046,50.80073
Antwerpen,Kalmthout,2018,Chloephaga picta,Magelhaengans,0,,2.99137,50.92843
Antwerpen,Lier,2013,Alopochen aegyptiacus,Nijlgans,58,,3.95181,50.99071
Antwerpen,Lier,2013,Anser albifrons,Kolgans,0,,3.89966,50.86607
Antwerpen,Lier,2013,Anser anser,Grauwe gans,2,,3.4415,50.82618
Antwerpen,Lier,2013,Anser anser forma domesticus,Soepgans,2,,4.87836,50.90303
Antwerpen,Lier,2013,Anser brachyrhynchus,Kleine rietgans,0,,5.19728,51.09375
Antwerpen,Lier,2013,Anser cygnoides forma domestica,Zwaangans,2,,4.87836,50.90303
Antwerpen,Lier,2013,Anser erythropus,Dwerggans,0,,3.22237,51.10927
Antwerpen,Lier,2013,Anser indicus,Indische gans,0,,5.56507,50.83254
Antwerpen,Lier,2013,Branta canadensis,Canadese gans,73,,4.61731,50.91977
Antwerpen,Lier,2013,Branta leucopsis,Brandgans,0,,4.84449,51.138
Antwerpen,Lier,2013,Branta ruficollis,Roodhalsgans,0,,5.17111,51.27566
Antwerpen,Lier,2013,Chloephaga picta,Magelhaengans,0,,3.89966,50.86607
Antwerpen,Lier,2014,Alopochen aegyptiacus,Nijlgans,99,,3.22237,51.10927
Antwerpen,Lier,2014,Anser albifrons,Kolgans,0,,4.39161,51.1087
Antwerpen,Lier,2014,Anser anser,Grauwe gans,0,,5.8506,50.74037
Antwerpen,Lier,2014,Anser anser forma domesticus,Soepgans,14,,3.95181,50.99071
Antwerpen,Lier,2014,Anser brachyrhynchus,Kleine rietgans,0,,5.19728,51.09375
Antwerpen,Lier,2014,Anser cygnoides forma domestica,Zwaangans,0,,5.27962,50.85855
Antwerpen,Lier,2014,Anser erythropus,Dwerggans,0,,3.60046,50.80073
Antwerpen,Lier,2014,Anser indicus,Indische gans,0,,5.48821,51.19541
Antwerpen,Lier,2014,Branta canadensis,Canadese gans,106,,5.17111,51.27566
Antwerpen,Lier,2014,Branta leucopsis,Brandgans,0,,4.39161,51.1087
Antwerpen,Lier,2014,Branta ruficollis,Roodhalsgans,0,,3.59775,51.25619
Antwerpen,Lier,2014,Chloephaga picta,Magelhaengans,0,,5.48821,51.19541
Antwerpen,Lier,2015,Alopochen aegyptiacus,Nijlgans,140,,4.92756,50.990476
Antwerpen,Lier,2015,Anser albifrons,Kolgans,0,,2.75808,51.04082
Antwerpen,Lier,2015,Anser anser,Grauwe gans,0,,5.56507,50.83254
Antwerpen,Lier,2015,Anser anser forma domesticus,Soepgans,15,,4.39161,51.1087
Antwerpen,Lier,2015,Anser brachyrhynchus,Kleine rietgans,0,,4.84449,51.138
Antwerpen,Lier,2015,Anser cygnoides forma domestica,Zwaangans,0,,4.39161,51.1087
Antwerpen,Lier,2015,Anser erythropus,Dwerggans,0,,4.06983,51.1736
Antwerpen,Lier,2015,Anser indicus,Indische gans,0,,5.8506,50.74037
Antwerpen,Lier,2015,Branta canadensis,Canadese gans,12,,2.75808,51.04082
Antwerpen,Lier,2015,Branta leucopsis,Brandgans,0,,4.39161,51.1087
Antwerpen,Lier,2015,Branta ruficollis,Roodhalsgans,0,,5.03706,51.36435
Antwerpen,Lier,2015,Chloephaga picta,Magelhaengans,0,,5.03706,51.36435
Antwerpen,Lier,2016,Alopochen aegyptiacus,Nijlgans,42,,5.48821,51.19541
Antwerpen,Lier,2016,Anser albifrons,Kolgans,0,,3.22237,51.10927
Antwerpen,Lier,2016,Anser anser,Grauwe gans,1,,5.56507,50.83254
Antwerpen,Lier,2016,Anser anser forma domesticus,Soepgans,16,,3.59775,51.25619
Antwerpen,Lier,2016,Anser brachyrhynchus,Kleine rietgans,0,,4.14796,50.78105
Antwerpen,Lier,2016,Anser cygnoides forma domestica,Zwaangans,0,,5.03706,51.36435
Antwerpen,Lier,2016,Anser erythropus,Dwerggans,0,,4.39161,51.1087
Antwerpen,Lier,2016,Anser indicus,Indische gans,0,,5.03706,51.36435
Antwerpen,Lier,2016,Branta canadensis,Canadese gans,49,,4.61731,50.91977
Antwerpen,Lier,2016,Branta leucopsis,Brandgans,0,,4.61731,50.91977
Antwerpen,Lier,2016,Branta ruficollis,Roodhalsgans,0,,2.99137,50.92843
Antwerpen,Lier,2016,Chloephaga picta,Magelhaengans,0,,4.92756,50.990476
Antwerpen,Lier,2017,Alopochen aegyptiacus,Nijlgans,176,,3.59775,51.25619
Antwerpen,Lier,2017,Anser albifrons,Kolgans,0,,5.62545,50.93824
Antwerpen,Lier,2017,Anser anser,Grauwe gans,0,,5.8506,50.74037
Antwerpen,Lier,2017,Anser anser forma domesticus,Soepgans,1,,5.8506,50.74037
Antwerpen,Lier,2017,Anser brachyrhynchus,Kleine rietgans,0,,3.15924,51.2728
Antwerpen,Lier,2017,Anser cygnoides forma domestica,Zwaangans,0,,5.48821,51.19541
Antwerpen,Lier,2017,Anser erythropus,Dwerggans,0,,5.48821,51.19541
Antwerpen,Lier,2017,Anser indicus,Indische gans,0,,2.75808,51.04082
Antwerpen,Lier,2017,Branta canadensis,Canadese gans,40,,4.92756,50.990476
Antwerpen,Lier,2017,Branta leucopsis,Brandgans,2,,3.95181,50.99071
Antwerpen,Lier,2017,Branta ruficollis,Roodhalsgans,0,,5.62545,50.93824
Antwerpen,Lier,2017,Chloephaga picta,Magelhaengans,0,,4.87836,50.90303
Antwerpen,Lier,2018,Alopochen aegyptiacus,Nijlgans,230,,5.19728,51.09375
Antwerpen,Lier,2018,Anser albifrons,Kolgans,0,,4.87836,50.90303
Antwerpen,Lier,2018,Anser anser,Grauwe gans,0,,3.59775,51.25619
Antwerpen,Lier,2018,Anser anser forma domesticus,Soepgans,6,,3.4415,50.82618
Antwerpen,Lier,2018,Anser brachyrhynchus,Kleine rietgans,0,,5.19728,51.09375
Antwerpen,Lier,2018,Anser cygnoides forma domestica,Zwaangans,0,,4.14796,50.78105
Antwerpen,Lier,2018,Anser erythropus,Dwerggans,0,,4.61731,50.91977
Antwerpen,Lier,2018,Anser indicus,Indische gans,0,,3.59775,51.25619
Antwerpen,Lier,2018,Branta canadensis,Canadese gans,8,,5.62545,50.93824
Antwerpen,Lier,2018,Branta leucopsis,Brandgans,0,,5.62545,50.93824
Antwerpen,Lier,2018,Branta ruficollis,Roodhalsgans,0,,5.56507,50.83254
Antwerpen,Lier,2018,Chloephaga picta,Magelhaengans,0,,5.03706,51.36435
Antwerpen,Malle,2013,Alopochen aegyptiacus,Nijlgans,0,,4.14796,50.78105
Antwerpen,Malle,2013,Anser albifrons,Kolgans,0,,3.59775,51.25619
Antwerpen,Malle,2013,Anser anser,Grauwe gans,0,,4.61731,50.91977
Antwerpen,Malle,2013,Anser anser forma domesticus,Soepgans,0,,5.19728,51.09375
Antwerpen,Malle,2013,Anser brachyrhynchus,Kleine rietgans,0,,5.17111,51.27566
Antwerpen,Malle,2013,Anser cygnoides forma domestica,Zwaangans,0,,5.17111,51.27566
Antwerpen,Malle,2013,Anser erythropus,Dwerggans,0,,3.15924,51.2728
Antwerpen,Malle,2013,Anser indicus,Indische gans,0,,3.59775,51.25619
Antwerpen,Malle,2013,Branta canadensis,Canadese gans,0,,3.4415,50.82618
Antwerpen,Malle,2013,Branta leucopsis,Brandgans,0,,4.39161,51.1087
Antwerpen,Malle,2013,Branta ruficollis,Roodhalsgans,0,,3.4415,50.82618
Antwerpen,Malle,2013,Chloephaga picta,Magelhaengans,0,,3.95181,50.99071
Antwerpen,Malle,2014,Alopochen aegyptiacus,Nijlgans,10,,4.92756,50.990476
Antwerpen,Malle,2014,Anser albifrons,Kolgans,0,,4.61731,50.91977
Antwerpen,Malle,2014,Anser anser,Grauwe gans,0,,5.27962,50.85855
Antwerpen,Malle,2014,Anser anser forma domesticus,Soepgans,0,,5.19728,51.09375
Antwerpen,Malle,2014,Anser brachyrhynchus,Kleine rietgans,0,,5.19728,51.09375
Antwerpen,Malle,2014,Anser cygnoides forma domestica,Zwaangans,0,,5.17111,51.27566
Antwerpen,Malle,2014,Anser erythropus,Dwerggans,0,,5.03706,51.36435
Antwerpen,Malle,2014,Anser indicus,Indische gans,0,,3.95181,50.99071
Antwerpen,Malle,2014,Branta canadensis,Canadese gans,6,,4.14796,50.78105
Antwerpen,Malle,2014,Branta leucopsis,Brandgans,0,,3.15924,51.2728
Antwerpen,Malle,2014,Branta ruficollis,Roodhalsgans,0,,5.62545,50.93824
Antwerpen,Malle,2014,Chloephaga picta,Magelhaengans,0,,3.15924,51.2728
Antwerpen,Malle,2016,Alopochen aegyptiacus,Nijlgans,6,,3.60046,50.80073
Antwerpen,Malle,2016,Anser albifrons,Kolgans,0,,3.22237,51.10927
Antwerpen,Malle,2016,Anser anser,Grauwe gans,0,,5.17111,51.27566
Antwerpen,Malle,2016,Anser anser forma domesticus,Soepgans,0,,3.60046,50.80073
Antwerpen,Malle,2016,Anser brachyrhynchus,Kleine rietgans,0,,4.61731,50.91977
Antwerpen,Malle,2016,Anser cygnoides forma domestica,Zwaangans,0,,3.95181,50.99071
Antwerpen,Malle,2016,Anser erythropus,Dwerggans,0,,4.87836,50.90303
Antwerpen,Malle,2016,Anser indicus,Indische gans,0,,5.27962,50.85855
Antwerpen,Malle,2016,Branta canadensis,Canadese gans,0,,5.48821,51.19541
Antwerpen,Malle,2016,Branta leucopsis,Brandgans,0,,3.4415,50.82618
Antwerpen,Malle,2016,Branta ruficollis,Roodhalsgans,0,,4.14796,50.78105
Antwerpen,Malle,2016,Chloephaga picta,Magelhaengans,0,,5.27962,50.85855
Antwerpen,Mechelen,2013,Alopochen aegyptiacus,Nijlgans,107,0,5.48821,51.19541
Antwerpen,Mechelen,2013,Anser albifrons,Kolgans,0,,5.62545,50.93824
Antwerpen,Mechelen,2013,Anser anser,Grauwe gans,73,100,4.92756,50.990476
Antwerpen,Mechelen,2013,Anser anser forma domesticus,Soepgans,4,12,5.03706,51.36435
Antwerpen,Mechelen,2013,Anser brachyrhynchus,Kleine rietgans,0,,4.14796,50.78105
Antwerpen,Mechelen,2013,Anser cygnoides forma domestica,Zwaangans,1,,5.17111,51.27566
Antwerpen,Mechelen,2013,Anser erythropus,Dwerggans,0,,4.14796,50.78105
Antwerpen,Mechelen,2013,Anser indicus,Indische gans,0,,3.89966,50.86607
Antwerpen,Mechelen,2013,Branta canadensis,Canadese gans,208,172,3.60046,50.80073
Antwerpen,Mechelen,2013,Branta leucopsis,Brandgans,0,,3.15924,51.2728
Antwerpen,Mechelen,2013,Branta ruficollis,Roodhalsgans,0,,3.59775,51.25619
Antwerpen,Mechelen,2013,Chloephaga picta,Magelhaengans,0,,4.92756,50.990476
Antwerpen,Mechelen,2014,Alopochen aegyptiacus,Nijlgans,0,,5.19728,51.09375
Antwerpen,Mechelen,2014,Anser albifrons,Kolgans,0,,5.56507,50.83254
Antwerpen,Mechelen,2014,Anser anser,Grauwe gans,0,,4.61731,50.91977
Antwerpen,Mechelen,2014,Anser anser forma domesticus,Soepgans,0,,5.56507,50.83254
Antwerpen,Mechelen,2014,Anser brachyrhynchus,Kleine rietgans,0,,3.89966,50.86607
Antwerpen,Mechelen,2014,Anser cygnoides forma domestica,Zwaangans,0,,4.84449,51.138
Antwerpen,Mechelen,2014,Anser erythropus,Dwerggans,0,,4.14796,50.78105
Antwerpen,Mechelen,2014,Anser indicus,Indische gans,0,,2.99137,50.92843
Antwerpen,Mechelen,2014,Branta canadensis,Canadese gans,4,,5.56507,50.83254
Antwerpen,Mechelen,2014,Branta leucopsis,Brandgans,0,,4.92756,50.990476
Antwerpen,Mechelen,2014,Branta ruficollis,Roodhalsgans,0,,4.39161,51.1087
Antwerpen,Mechelen,2014,Chloephaga picta,Magelhaengans,0,,3.95181,50.99071
Antwerpen,Mechelen,2015,Alopochen aegyptiacus,Nijlgans,155,,3.95181,50.99071
Antwerpen,Mechelen,2015,Anser albifrons,Kolgans,0,,5.48821,51.19541
Antwerpen,Mechelen,2015,Anser anser,Grauwe gans,44,,3.22237,51.10927
Antwerpen,Mechelen,2015,Anser anser forma domesticus,Soepgans,3,,4.14796,50.78105
Antwerpen,Mechelen,2015,Anser brachyrhynchus,Kleine rietgans,0,,4.06983,51.1736
Antwerpen,Mechelen,2015,Anser cygnoides forma domestica,Zwaangans,0,,5.19728,51.09375
Antwerpen,Mechelen,2015,Anser erythropus,Dwerggans,0,,3.95181,50.99071
Antwerpen,Mechelen,2015,Anser indicus,Indische gans,1,,5.17111,51.27566
Antwerpen,Mechelen,2015,Branta canadensis,Canadese gans,78,,4.84449,51.138
Antwerpen,Mechelen,2015,Branta leucopsis,Brandgans,0,,4.92756,50.990476
Antwerpen,Mechelen,2015,Branta ruficollis,Roodhalsgans,0,,3.4415,50.82618
Antwerpen,Mechelen,2015,Chloephaga picta,Magelhaengans,0,,5.17111,51.27566
Antwerpen,Mechelen,2016,Alopochen aegyptiacus,Nijlgans,236,,5.03706,51.36435
Antwerpen,Mechelen,2016,Anser albifrons,Kolgans,0,,5.19728,51.09375
Antwerpen,Mechelen,2016,Anser anser,Grauwe gans,119,,5.8506,50.74037
Antwerpen,Mechelen,2016,Anser anser forma domesticus,Soepgans,8,,3.59775,51.25619
Antwerpen,Mechelen,2016,Anser brachyrhynchus,Kleine rietgans,0,,3.60046,50.80073
Antwerpen,Mechelen,2016,Anser cygnoides forma domestica,Zwaangans,0,,3.59775,51.25619
Antwerpen,Mechelen,2016,Anser erythropus,Dwerggans,0,,2.99137,50.92843
Antwerpen,Mechelen,2016,Anser indicus,Indische gans,0,,3.89966,50.86607
Antwerpen,Mechelen,2016,Branta canadensis,Canadese gans,49,,4.61731,50.91977
Antwerpen,Mechelen,2016,Branta leucopsis,Brandgans,0,,5.03706,51.36435
Antwerpen,Mechelen,2016,Branta ruficollis,Roodhalsgans,0,,4.84449,51.138
Antwerpen,Mechelen,2016,Chloephaga picta,Magelhaengans,0,,5.19728,51.09375
Antwerpen,Mechelen,2017,Alopochen aegyptiacus,Nijlgans,223,,3.22237,51.10927
Antwerpen,Mechelen,2017,Anser albifrons,Kolgans,0,,2.99137,50.92843
Antwerpen,Mechelen,2017,Anser anser,Grauwe gans,83,,4.39161,51.1087
Antwerpen,Mechelen,2017,Anser anser forma domesticus,Soepgans,10,,5.56507,50.83254
Antwerpen,Mechelen,2017,Anser brachyrhynchus,Kleine rietgans,0,,5.19728,51.09375
Antwerpen,Mechelen,2017,Anser cygnoides forma domestica,Zwaangans,0,,5.27962,50.85855
Antwerpen,Mechelen,2017,Anser erythropus,Dwerggans,0,,5.48821,51.19541
Antwerpen,Mechelen,2017,Anser indicus,Indische gans,0,,2.75808,51.04082
Antwerpen,Mechelen,2017,Branta canadensis,Canadese gans,56,,3.89966,50.86607
Antwerpen,Mechelen,2017,Branta leucopsis,Brandgans,1,,3.59775,51.25619
Antwerpen,Mechelen,2017,Branta ruficollis,Roodhalsgans,0,,4.61731,50.91977
Antwerpen,Mechelen,2017,Chloephaga picta,Magelhaengans,0,,5.48821,51.19541
Antwerpen,Mechelen,2018,Alopochen aegyptiacus,Nijlgans,135,,4.84449,51.138
Antwerpen,Mechelen,2018,Anser albifrons,Kolgans,0,,5.56507,50.83254
Antwerpen,Mechelen,2018,Anser anser,Grauwe gans,95,,4.61731,50.91977
Antwerpen,Mechelen,2018,Anser anser forma domesticus,Soepgans,8,,5.48821,51.19541
Antwerpen,Mechelen,2018,Anser brachyrhynchus,Kleine rietgans,0,,3.4415,50.82618
Antwerpen,Mechelen,2018,Anser cygnoides forma domestica,Zwaangans,0,,5.8506,50.74037
Antwerpen,Mechelen,2018,Anser erythropus,Dwerggans,0,,5.03706,51.36435
Antwerpen,Mechelen,2018,Anser indicus,Indische gans,0,,5.48821,51.19541
Antwerpen,Mechelen,2018,Branta canadensis,Canadese gans,41,,4.39161,51.1087
Antwerpen,Mechelen,2018,Branta leucopsis,Brandgans,2,,3.89966,50.86607
Antwerpen,Mechelen,2018,Branta ruficollis,Roodhalsgans,0,,2.99137,50.92843
Antwerpen,Mechelen,2018,Chloephaga picta,Magelhaengans,0,,5.17111,51.27566
Antwerpen,Merksplas,2013,Alopochen aegyptiacus,Nijlgans,10,,5.19728,51.09375
Antwerpen,Merksplas,2013,Anser albifrons,Kolgans,0,,5.56507,50.83254
Antwerpen,Merksplas,2013,Anser anser,Grauwe gans,13,,4.84449,51.138
Antwerpen,Merksplas,2013,Anser anser forma domesticus,Soepgans,0,,5.62545,50.93824
Antwerpen,Merksplas,2013,Anser brachyrhynchus,Kleine rietgans,0,,5.17111,51.27566
Antwerpen,Merksplas,2013,Anser cygnoides forma domestica,Zwaangans,0,,4.39161,51.1087
Antwerpen,Merksplas,2013,Anser erythropus,Dwerggans,0,,4.61731,50.91977
Antwerpen,Merksplas,2013,Anser indicus,Indische gans,0,,5.56507,50.83254
Antwerpen,Merksplas,2013,Branta canadensis,Canadese gans,0,,4.87836,50.90303
