datetime,pressure,temperature,track_tag_id
19/10/2012 03:30:00,-3.13,13.594,NA
19/10/2012 03:30:10,-3.13,NA,NA
19/10/2012 03:30:20,-3.13,NA,NA
19/10/2012 03:30:30,-3.13,NA,NA
19/10/2012 03:30:40,-3.13,NA,NA
19/10/2012 03:30:50,-3.13,NA,NA
19/10/2012 03:31:00,-3.13,NA,NA
19/10/2012 03:31:10,-3.13,NA,NA
19/10/2012 03:31:20,-3.13,NA,NA
19/10/2012 03:31:30,-3.13,NA,NA
19/10/2012 03:31:40,-3.13,NA,NA
19/10/2012 03:31:50,-3.13,NA,NA
19/10/2012 03:32:00,-3.13,13.594,NA
19/10/2012 03:32:10,-3.13,NA,NA
19/10/2012 03:32:20,-3.13,NA,NA
19/10/2012 03:32:30,-3.13,NA,NA
19/10/2012 03:32:40,-3.13,NA,NA
19/10/2012 03:32:50,-3.13,NA,NA
19/10/2012 03:33:00,-3.13,NA,NA
19/10/2012 03:33:10,-3.13,NA,NA
19/10/2012 03:33:20,-3.13,NA,NA
19/10/2012 03:33:30,-3.13,NA,NA
19/10/2012 03:33:40,-3.13,NA,NA
19/10/2012 03:33:50,-3.38,NA,NA
19/10/2012 03:34:00,-3.13,13.594,NA
19/10/2012 03:34:10,-3.13,NA,NA
19/10/2012 03:34:20,-3.13,NA,NA
19/10/2012 03:34:30,-3.13,NA,NA
19/10/2012 03:34:40,-3.13,NA,NA
19/10/2012 03:34:50,-3.13,NA,NA
19/10/2012 03:35:00,-3.13,NA,NA
19/10/2012 03:35:10,-3.13,NA,NA
19/10/2012 03:35:20,-3.13,NA,NA
19/10/2012 03:35:30,-3.13,NA,NA
19/10/2012 03:35:40,-3.13,NA,NA
19/10/2012 03:35:50,-3.13,NA,NA
19/10/2012 03:36:00,-3.13,13.594,NA
19/10/2012 03:36:10,-3.13,NA,NA
19/10/2012 03:36:20,-3.13,NA,NA
19/10/2012 03:36:30,-3.13,NA,NA
19/10/2012 03:36:40,-3.13,NA,NA
19/10/2012 03:36:50,-3.13,NA,NA
19/10/2012 03:37:00,-3.13,NA,NA
19/10/2012 03:37:10,-3.13,NA,NA
19/10/2012 03:37:20,-3.38,NA,NA
19/10/2012 03:37:30,-3.13,NA,NA
19/10/2012 03:37:40,-3.13,NA,NA
19/10/2012 03:37:50,-3.13,NA,NA
19/10/2012 03:38:00,-3.13,13.594,NA
19/10/2012 03:38:10,-3.13,NA,NA
19/10/2012 03:38:20,-3.13,NA,NA
19/10/2012 03:38:30,-3.13,NA,NA
19/10/2012 03:38:40,-3.13,NA,NA
19/10/2012 03:38:50,-3.13,NA,NA
19/10/2012 03:39:00,-3.13,NA,NA
19/10/2012 03:39:10,-3.13,NA,NA
19/10/2012 03:39:20,-3.13,NA,NA
19/10/2012 03:39:30,-3.13,NA,NA
19/10/2012 03:39:40,-3.13,NA,NA
19/10/2012 03:39:50,-3.13,NA,NA
19/10/2012 03:40:00,-3.13,13.594,NA
19/10/2012 03:40:10,-3.13,NA,NA
19/10/2012 03:40:20,-3.13,NA,NA
19/10/2012 03:40:30,-3.13,NA,NA
19/10/2012 03:40:40,-3.13,NA,NA
19/10/2012 03:40:50,-3.13,NA,NA
19/10/2012 03:41:00,-3.13,NA,NA
19/10/2012 03:41:10,-3.13,NA,NA
19/10/2012 03:41:20,-3.13,NA,NA
19/10/2012 03:41:30,-3.13,NA,NA
19/10/2012 03:41:40,-3.13,NA,NA
19/10/2012 03:41:50,-3.13,NA,NA
19/10/2012 03:42:00,-3.13,13.594,NA
19/10/2012 03:42:10,-3.13,NA,NA
19/10/2012 03:42:20,-3.13,NA,NA
19/10/2012 03:42:30,-3.13,NA,NA
19/10/2012 03:42:40,-3.13,NA,NA
19/10/2012 03:42:50,-3.13,NA,NA
19/10/2012 03:43:00,-3.38,NA,NA
19/10/2012 03:43:10,-3.13,NA,NA
19/10/2012 03:43:20,-3.13,NA,NA
19/10/2012 03:43:30,-3.13,NA,NA
19/10/2012 03:43:40,-3.13,NA,NA
19/10/2012 03:43:50,-3.13,NA,NA
19/10/2012 03:44:00,-3.13,13.594,NA
19/10/2012 03:44:10,-3.13,NA,NA
19/10/2012 03:44:20,-3.13,NA,NA
19/10/2012 03:44:30,-3.13,NA,NA
19/10/2012 03:44:40,-3.13,NA,NA
19/10/2012 03:44:50,-3.13,NA,NA
19/10/2012 03:45:00,-3.13,NA,NA
19/10/2012 03:45:10,-3.13,NA,NA
19/10/2012 03:45:20,-3.13,NA,NA
19/10/2012 03:45:30,-3.13,NA,NA
19/10/2012 03:45:40,-3.13,NA,NA
19/10/2012 03:45:50,-3.13,NA,NA
19/10/2012 03:46:00,-3.13,13.594,NA
19/10/2012 03:46:10,-3.13,NA,NA
19/10/2012 03:46:20,-3.13,NA,NA
19/10/2012 03:46:30,-3.38,NA,NA
19/10/2012 03:46:40,-3.13,NA,NA
19/10/2012 03:46:50,-3.13,NA,NA
19/10/2012 03:47:00,-3.13,NA,NA
19/10/2012 03:47:10,-3.13,NA,NA
19/10/2012 03:47:20,-3.13,NA,NA
19/10/2012 03:47:30,-3.13,NA,NA
19/10/2012 03:47:40,-3.13,NA,NA
19/10/2012 03:47:50,-3.13,NA,NA
19/10/2012 03:48:00,-3.13,13.594,NA
